,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
4219,28,1995-12-08,Mato Grosso,3673.62,Ensino Fundamental,2,Casado,Tecnologia
4220,22,2001-05-12,São Paulo,3662.07,Ensino Fundamental,1,Casado,Tecnologia
4221,37,1987-04-09,Paraíba,4536.05,Ensino Médio,1,Solteiro,Saúde
4222,59,1964-08-29,Rio Grande do Norte,5462.84,Ensino Médio,2,Solteiro,Educação
4223,34,1990-03-08,Bahia,14365.67,Pós-graduação,0,Casado,Indústria
4224,29,1995-04-10,Alagoas,2975.68,Ensino Médio,0,Solteiro,Indústria
4226,48,1975-07-03,Ceará,12038.22,Ensino Superior,0,Casado,Tecnologia
4227,77,1946-11-20,Piauí,5852.43,Ensino Médio,0,Casado,Comércio
4228,32,1991-07-28,Mato Grosso do Sul,12043.77,Ensino Superior,0,Solteiro,Indústria
4229,86,1937-08-02,Minas Gerais,21630.35,Ensino Médio,0,Casado,Tecnologia
4230,40,1983-07-08,Bahia,7977.43,Ensino Superior,3,Casado,Comércio
4231,37,1986-10-05,Minas Gerais,7786.6,Ensino Superior,0,Casado,Indústria
4232,24,2000-01-28,Pará,5029.61,Ensino Médio,0,Solteiro,Educação
4233,23,2001-01-07,Amapá,4703.87,Ensino Médio,0,Casado,Comércio
4234,22,2002-01-02,Goiás,4678.95,Ensino Médio,1,Casado,Tecnologia
4235,25,1998-05-16,Pará,3474.45,Ensino Médio,1,Solteiro,Saúde
4237,26,1997-09-18,Amazonas,3633.6,Ensino Fundamental,1,Solteiro,Educação
4238,49,1974-09-06,Mato Grosso do Sul,12586.92,Ensino Médio,1,Solteiro,Tecnologia
4239,51,1972-05-30,Sergipe,12353.17,Ensino Superior,0,Solteiro,Tecnologia
4240,53,1970-08-14,Distrito Federal,13980.03,Pós-graduação,0,Casado,Indústria
4241,59,1965-03-03,Rio Grande do Sul,6878.5,Ensino Médio,1,Casado,Saúde
4242,45,1978-04-17,Ceará,8951.94,Ensino Médio,0,Casado,Indústria
4244,30,1993-06-15,Pernambuco,4921.91,Ensino Médio,0,Casado,Comércio
4245,27,1996-08-23,Amapá,7463.17,Ensino Médio,2,Casado,Tecnologia
4247,26,1997-10-17,Paraná,6932.14,Ensino Superior,0,Solteiro,Indústria
4249,50,1974-02-02,Minas Gerais,4758.29,Ensino Médio,0,Casado,Comércio
4250,20,2003-04-13,Ceará,4132.04,Ensino Médio,0,Casado,Tecnologia
4251,22,2001-05-25,Ceará,3950.06,Ensino Médio,1,Casado,Saúde
4252,38,1986-02-20,Ceará,4568.19,Ensino Médio,1,Casado,Educação
4253,30,1994-03-01,Acre,5598.02,Ensino Médio,1,Solteiro,Educação
4254,48,1975-06-12,Santa Catarina,6767.41,Ensino Médio,0,Casado,Saúde
4255,58,1965-11-24,Paraíba,12312.41,Ensino Médio,0,Casado,Saúde
4257,38,1985-08-10,Mato Grosso,3663.5,Ensino Médio,2,Solteiro,Comércio
4258,25,1998-10-30,Roraima,1883.3,Ensino Fundamental,1,Casado,Indústria
4259,79,1944-10-09,Mato Grosso,10051.35,Ensino Superior,1,Casado,Tecnologia
4260,31,1992-11-02,Pará,3687.49,Ensino Médio,0,Solteiro,Saúde
4261,27,1996-10-17,Bahia,5538.87,Ensino Médio,1,Casado,Comércio
4263,28,1996-01-25,Tocantins,5660.31,Ensino Médio,0,Casado,Educação
4265,57,1967-01-18,Paraíba,3877.52,Ensino Médio,0,Casado,Educação
4266,29,1994-04-30,Espírito Santo,6838.27,Ensino Médio,2,Casado,Indústria
4267,39,1985-04-07,Santa Catarina,12409.53,Ensino Superior,1,Solteiro,Tecnologia
4268,42,1981-08-03,Rondônia,10869.35,Ensino Médio,1,Casado,Tecnologia
4269,39,1984-05-16,Rio Grande do Sul,3234.72,Ensino Médio,0,Solteiro,Educação
4270,57,1966-10-14,Amazonas,21827.77,Pós-graduação,4,Divorciado,Indústria
4271,59,1964-06-24,Ceará,8267.44,Ensino Médio,1,Casado,Comércio
4272,24,2000-02-24,Sergipe,10746.23,Ensino Superior,0,Casado,Indústria
4273,49,1974-06-24,Amazonas,8645.91,Ensino Médio,1,Casado,Tecnologia
4274,44,1979-08-14,Minas Gerais,15542.05,Pós-graduação,1,Viúvo,Tecnologia
4275,43,1980-06-09,Amazonas,9241.92,Ensino Médio,2,Solteiro,Tecnologia
4276,45,1978-09-25,Rio Grande do Norte,6594.05,Ensino Médio,1,Casado,Educação
4277,62,1961-05-20,Mato Grosso,8522.82,Ensino Médio,0,Casado,Educação
4278,43,1981-04-11,Espírito Santo,8462.9,Ensino Médio,1,Solteiro,Saúde
4279,24,1999-08-15,Roraima,4381.87,Ensino Médio,1,Casado,Tecnologia
4280,29,1995-01-20,Pará,7247.54,Ensino Superior,0,Solteiro,Comércio
4281,31,1992-09-28,Pará,5056.71,Ensino Médio,3,Casado,Indústria
4282,28,1996-03-26,Sergipe,8054.44,Ensino Médio,1,Casado,Tecnologia
4283,19,2004-05-29,Amazonas,4884.96,Ensino Fundamental,3,Solteiro,Tecnologia
4284,41,1982-08-15,Sergipe,7862.82,Ensino Médio,0,Casado,Indústria
4285,65,1958-07-22,Distrito Federal,10491.22,Ensino Médio,0,Casado,Indústria
4286,32,1991-07-11,Minas Gerais,3945.04,Ensino Fundamental,1,Casado,Comércio
4287,27,1997-01-25,Espírito Santo,4801.81,Pós-graduação,2,Solteiro,Educação
4288,53,1970-11-03,Maranhão,3451.63,Ensino Fundamental,0,Casado,Indústria
4289,32,1991-04-13,Mato Grosso,7264.74,Ensino Médio,0,Casado,Saúde
4290,24,1999-05-26,Mato Grosso do Sul,5780.14,Pós-graduação,0,Casado,Saúde
4291,66,1957-08-29,Santa Catarina,14626.8,Ensino Superior,2,Casado,Educação
4292,22,2001-07-30,Piauí,6243.25,Ensino Médio,2,Solteiro,Comércio
4293,43,1981-02-18,Amazonas,9115.54,Pós-graduação,0,Divorciado,Comércio
4297,60,1963-08-26,Mato Grosso do Sul,12048.86,Ensino Superior,0,Divorciado,Saúde
4298,47,1976-04-25,Roraima,6575.4,Ensino Médio,4,Solteiro,Educação
4299,62,1961-07-03,Santa Catarina,6388.77,Ensino Superior,1,Solteiro,Educação
4300,65,1959-04-05,Amazonas,10365.41,Ensino Médio,3,Solteiro,Tecnologia
4301,52,1971-06-20,São Paulo,6561.38,Ensino Médio,0,Solteiro,Comércio
4302,50,1973-05-10,Espírito Santo,8168.96,Ensino Superior,1,Solteiro,Tecnologia
4303,20,2003-11-21,Espírito Santo,5972.07,Ensino Médio,2,Casado,Indústria
4304,21,2002-12-10,Rio Grande do Norte,6636.67,Ensino Médio,0,Casado,Saúde
4306,37,1986-07-23,Goiás,10883.78,Ensino Superior,0,Casado,Tecnologia
4307,21,2002-09-13,Espírito Santo,4982.21,Ensino Superior,1,Solteiro,Comércio
4308,18,2005-04-24,Piauí,5945.85,Ensino Médio,3,Solteiro,Tecnologia
4309,39,1984-08-19,Tocantins,3178.5,Ensino Fundamental,3,Divorciado,Indústria
4310,44,1979-06-08,Goiás,4854.55,Ensino Superior,3,Casado,Educação
4311,51,1972-10-28,Goiás,8106.81,Ensino Médio,2,Solteiro,Educação
4313,29,1994-10-26,Amazonas,6512.89,Ensino Médio,2,Solteiro,Saúde
4314,57,1966-07-17,Distrito Federal,6592.25,Ensino Médio,2,Casado,Saúde
4315,41,1982-12-01,Piauí,2987.32,Ensino Fundamental,0,Solteiro,Comércio
4316,25,1998-04-21,Rio Grande do Norte,2769.53,Ensino Fundamental,0,Solteiro,Saúde
4317,43,1980-04-17,Mato Grosso do Sul,3683.02,Ensino Fundamental,0,Divorciado,Comércio
4318,27,1996-05-10,Espírito Santo,8533.5,Ensino Médio,2,Casado,Tecnologia
4319,29,1994-08-29,São Paulo,5996.54,Ensino Médio,0,Casado,Tecnologia
4320,50,1973-12-03,Ceará,5824.61,Ensino Médio,1,Casado,Educação
4322,45,1979-01-31,Mato Grosso do Sul,3545.17,Ensino Médio,2,Casado,Indústria
4324,19,2004-05-21,Acre,9463.55,Ensino Superior,4,Divorciado,Saúde
4325,49,1974-10-25,Amapá,10341.4,Ensino Médio,1,Casado,Educação
4326,70,1953-08-29,Rio de Janeiro,23281.4,Pós-graduação,4,Casado,Saúde
4328,44,1979-04-18,Espírito Santo,4802.61,Ensino Fundamental,0,Casado,Saúde
4329,58,1965-04-14,Ceará,5596.07,Ensino Médio,1,Solteiro,Indústria
4330,50,1974-01-12,São Paulo,7623.72,Ensino Médio,1,Casado,Saúde
4331,44,1980-03-09,Maranhão,2503.29,Ensino Fundamental,0,Casado,Saúde
4332,24,1999-11-23,Maranhão,7742.77,Ensino Superior,1,Solteiro,Comércio
4333,25,1998-07-13,Amapá,4557.18,Ensino Médio,4,Casado,Comércio
4334,63,1960-05-27,Goiás,18607.21,Ensino Superior,3,Casado,Indústria
4335,66,1958-03-30,Distrito Federal,2346.2,Ensino Médio,1,Solteiro,Comércio
4336,61,1963-03-10,Alagoas,12317.29,Ensino Médio,3,Casado,Tecnologia
4337,63,1960-12-05,Pernambuco,8263.06,Ensino Médio,1,Solteiro,Comércio
4338,51,1972-12-07,Espírito Santo,10856.4,Ensino Médio,0,Casado,Indústria
4339,37,1986-05-27,Pará,7546.04,Ensino Médio,1,Solteiro,Indústria
4340,28,1995-06-07,Rio de Janeiro,6080.55,Ensino Médio,1,Casado,Comércio
4341,42,1982-01-17,Distrito Federal,13068.83,Ensino Superior,2,Casado,Educação
4342,45,1978-11-15,Mato Grosso do Sul,9938.69,Ensino Médio,1,Casado,Indústria
4343,22,2001-11-30,Acre,5423.75,Ensino Médio,0,Solteiro,Educação
4345,50,1973-04-27,Tocantins,4175.84,Ensino Médio,1,Casado,Comércio
4346,64,1960-03-19,Roraima,11191.9,Ensino Superior,0,Casado,Indústria
4347,40,1984-04-08,Rio de Janeiro,9568.16,Ensino Superior,0,Casado,Comércio
4348,19,2004-10-30,Santa Catarina,7129.81,Ensino Médio,2,Casado,Saúde
4349,27,1997-01-18,Amapá,1708.05,Ensino Fundamental,1,Solteiro,Comércio
4350,50,1973-11-22,Mato Grosso do Sul,5992.79,Ensino Médio,1,Solteiro,Tecnologia
4352,44,1979-08-09,Mato Grosso do Sul,4781.54,Ensino Fundamental,2,Solteiro,Tecnologia
4355,24,1999-10-12,Espírito Santo,4064.88,Ensino Superior,0,Divorciado,Educação
4357,21,2003-01-26,Piauí,2341.22,Ensino Médio,0,Solteiro,Educação
4358,37,1986-12-01,Rondônia,5397.82,Ensino Médio,1,Casado,Educação
4359,25,1998-09-01,Paraná,5340.89,Ensino Médio,1,Casado,Educação
4360,38,1985-05-05,Mato Grosso do Sul,8163.2,Ensino Médio,0,Casado,Tecnologia
4361,19,2005-01-31,Maranhão,3835.9,Ensino Médio,0,Casado,Saúde
4363,63,1960-09-05,Distrito Federal,13063.06,Ensino Médio,1,Solteiro,Indústria
4364,24,1999-12-13,Acre,3829.22,Ensino Médio,0,Casado,Saúde
4365,31,1992-09-06,Tocantins,5861.07,Ensino Médio,0,Casado,Educação
4366,18,2005-10-31,Santa Catarina,6059.14,Ensino Médio,0,Casado,Indústria
4367,40,1984-02-11,Acre,10275.68,Ensino Médio,1,Solteiro,Tecnologia
4368,51,1972-08-19,Piauí,10704.28,Ensino Superior,2,Casado,Saúde
4369,39,1985-01-14,Espírito Santo,6824.88,Ensino Médio,3,Casado,Saúde
4370,29,1994-11-24,Goiás,6939.29,Ensino Médio,3,Casado,Educação
4371,39,1984-07-25,Mato Grosso do Sul,5287.91,Ensino Médio,1,Casado,Tecnologia
4372,40,1984-03-27,Rio Grande do Norte,4058.16,Ensino Médio,0,Casado,Educação
4374,31,1993-04-01,Paraná,8663.74,Ensino Médio,1,Solteiro,Tecnologia
4376,42,1982-03-07,Ceará,6753.59,Ensino Superior,0,Casado,Saúde
4378,48,1975-10-10,Pernambuco,11088.14,Ensino Superior,1,Casado,Tecnologia
4381,26,1998-02-09,Goiás,4407.99,Ensino Superior,1,Casado,Educação
4384,55,1968-09-01,Paraná,16235.65,Pós-graduação,1,Solteiro,Tecnologia
4385,42,1981-10-21,Distrito Federal,9673.21,Ensino Médio,0,Casado,Educação
4386,54,1969-04-27,Paraná,8742.34,Ensino Fundamental,0,Casado,Saúde
4388,27,1997-02-23,Rio de Janeiro,5064.13,Ensino Médio,1,Casado,Educação
4389,18,2005-10-14,Sergipe,2801.11,Ensino Médio,5,Divorciado,Comércio
4390,87,1936-11-04,Sergipe,8088.15,Ensino Superior,0,Solteiro,Indústria
4392,44,1979-10-19,Acre,9669.87,Ensino Superior,1,Divorciado,Educação
4393,29,1995-01-24,Pernambuco,4053.95,Ensino Fundamental,4,Solteiro,Comércio
4394,60,1963-04-13,Pará,13248.74,Ensino Superior,1,Casado,Comércio
4395,48,1975-05-24,Piauí,3178.75,Ensino Fundamental,2,Casado,Saúde
4396,25,1998-05-08,Distrito Federal,9033.16,Ensino Superior,1,Casado,Tecnologia
4397,24,2000-02-12,Acre,2945.22,Ensino Médio,0,Solteiro,Saúde
4398,32,1991-05-08,Maranhão,4557.54,Ensino Fundamental,1,Solteiro,Saúde
4399,43,1980-05-30,Rondônia,5765.09,Ensino Fundamental,1,Solteiro,Comércio
4400,44,1980-03-11,Roraima,5279.19,Ensino Médio,0,Casado,Saúde
4401,23,2000-11-02,Espírito Santo,3869.92,Ensino Fundamental,1,Divorciado,Indústria
4402,33,1990-06-30,Espírito Santo,8650.97,Ensino Médio,2,Solteiro,Tecnologia
4405,35,1988-10-06,Roraima,4550.91,Ensino Médio,3,Solteiro,Comércio
4406,57,1967-02-25,Rio Grande do Norte,12768.96,Ensino Médio,1,Casado,Tecnologia
4407,55,1968-08-28,Piauí,5385.96,Ensino Médio,0,Casado,Comércio
4408,65,1958-08-15,Amazonas,16198.32,Ensino Superior,1,Solteiro,Tecnologia
4409,19,2005-02-21,Espírito Santo,6624.1,Pós-graduação,0,Casado,Indústria
4410,62,1961-07-15,Mato Grosso,6653.92,Ensino Médio,0,Casado,Comércio
4411,20,2003-11-26,Santa Catarina,5470.46,Ensino Médio,5,Divorciado,Indústria
4412,52,1972-01-28,Roraima,6954.6,Ensino Médio,0,Casado,Saúde
4413,42,1982-03-05,Goiás,5305.46,Ensino Médio,1,Casado,Indústria
4414,30,1993-06-27,Paraná,6309.02,Ensino Médio,3,Casado,Indústria
4415,83,1940-09-08,Maranhão,6796.25,Ensino Médio,2,Casado,Comércio
4416,55,1968-12-05,Amazonas,9978.2,Ensino Fundamental,1,Solteiro,Tecnologia
4417,26,1997-12-12,Minas Gerais,2609.92,Ensino Médio,1,Casado,Comércio
4418,32,1992-01-06,Piauí,7138.07,Ensino Médio,0,Solteiro,Tecnologia
4419,32,1991-12-13,Rio Grande do Sul,3164.98,Ensino Médio,1,Solteiro,Indústria
4420,30,1993-07-30,Goiás,9358.27,Ensino Superior,3,Casado,Indústria
4421,48,1975-05-23,Bahia,12759.78,Ensino Médio,0,Casado,Tecnologia
4422,24,1999-07-24,Ceará,6095.16,Ensino Médio,1,Casado,Comércio
4423,44,1979-07-14,Piauí,6423.84,Ensino Médio,0,Casado,Saúde
4424,45,1978-10-07,Pará,21020.33,Pós-graduação,2,Casado,Tecnologia
4425,44,1980-03-07,Amapá,11095.03,Ensino Superior,0,Casado,Indústria
4426,37,1986-07-05,Mato Grosso,9648.76,Ensino Médio,1,Casado,Tecnologia
4427,41,1982-07-26,Rio Grande do Sul,14663.63,Ensino Superior,1,Casado,Comércio
4429,38,1985-08-16,Ceará,10447.84,Ensino Superior,3,Divorciado,Indústria
4430,63,1960-04-25,Distrito Federal,5061.21,Ensino Médio,1,Casado,Educação
4431,41,1982-12-18,Amapá,4061.8,Ensino Fundamental,2,Solteiro,Indústria
4432,59,1964-07-21,Distrito Federal,9614.91,Ensino Médio,0,Solteiro,Saúde
4433,22,2001-09-18,Distrito Federal,4906.95,Ensino Médio,3,Solteiro,Tecnologia
4434,22,2001-09-04,Ceará,2631.24,Ensino Fundamental,1,Solteiro,Saúde
4435,42,1981-09-23,Amapá,7479.51,Ensino Médio,1,Casado,Comércio
4436,41,1982-11-22,Sergipe,6865.56,Ensino Médio,3,Casado,Saúde
4438,22,2002-03-19,Santa Catarina,7598.7,Ensino Médio,0,Solteiro,Tecnologia
4439,24,2000-03-18,Mato Grosso do Sul,8239.33,Ensino Superior,1,Casado,Saúde
4440,58,1965-04-21,Rondônia,7773.21,Ensino Médio,2,Solteiro,Educação
4441,63,1960-09-15,Minas Gerais,10906.11,Pós-graduação,2,Casado,Indústria
4442,36,1988-03-01,Pará,5835.59,Ensino Superior,1,Casado,Tecnologia
4443,64,1959-12-23,Roraima,2957.2,Ensino Fundamental,3,Solteiro,Comércio
4445,25,1999-04-02,Espírito Santo,5766.45,Ensino Superior,0,Casado,Comércio
4446,47,1976-05-27,Paraíba,4889.36,Ensino Médio,0,Solteiro,Educação
4447,69,1954-06-18,Ceará,5666.32,Ensino Médio,0,Solteiro,Tecnologia
4448,24,1999-09-14,Distrito Federal,4513.32,Ensino Médio,1,Casado,Tecnologia
4450,44,1980-02-25,Bahia,4905.97,Ensino Médio,3,Casado,Saúde
4451,51,1972-12-04,Tocantins,3990.72,Ensino Médio,1,Casado,Comércio
4452,25,1998-06-18,Rio Grande do Norte,3293.54,Ensino Fundamental,3,Casado,Comércio
4453,21,2003-04-09,Pernambuco,3627.91,Ensino Médio,1,Casado,Indústria
4454,23,2001-01-29,Roraima,4109.19,Ensino Médio,2,Casado,Tecnologia
4455,54,1970-01-01,Pernambuco,8314.84,Ensino Médio,1,Casado,Educação
4456,55,1968-12-07,Paraíba,10495.51,Ensino Médio,2,Casado,Indústria
4458,46,1978-01-18,São Paulo,8254.6,Ensino Médio,1,Casado,Indústria
4459,44,1979-09-14,Rio de Janeiro,9045.84,Ensino Superior,0,Casado,Comércio
4461,36,1987-09-24,Paraná,6885.48,Ensino Médio,0,Casado,Comércio
4462,50,1973-05-23,São Paulo,6489.4,Ensino Médio,0,Divorciado,Educação
4463,76,1947-11-22,Amapá,5563.51,Ensino Médio,0,Casado,Educação
4464,48,1976-02-01,Maranhão,5169.11,Ensino Médio,0,Casado,Indústria
4465,31,1992-12-06,São Paulo,5184.55,Ensino Médio,0,Casado,Tecnologia
4466,53,1970-09-26,Goiás,7669.62,Ensino Superior,0,Solteiro,Saúde
4467,63,1960-12-17,Rio Grande do Sul,4976.91,Ensino Médio,1,Casado,Indústria
4468,45,1978-12-24,Ceará,4128.54,Ensino Médio,0,Casado,Comércio
4469,52,1971-07-20,Pernambuco,7964.17,Ensino Médio,2,Casado,Indústria
4470,49,1974-08-04,Minas Gerais,5408.03,Ensino Superior,1,Casado,Indústria
4471,20,2004-01-10,Pernambuco,4685.09,Ensino Médio,1,Casado,Tecnologia
4472,34,1990-03-15,Mato Grosso,2918.52,Ensino Fundamental,0,Divorciado,Comércio
4473,38,1985-11-23,Roraima,4934.28,Ensino Fundamental,1,Solteiro,Indústria
4474,34,1989-10-15,Amapá,2762.31,Ensino Fundamental,1,Solteiro,Indústria
4475,49,1974-04-19,Pará,4430.81,Ensino Fundamental,0,Solteiro,Educação
4476,20,2004-02-06,Piauí,4680.76,Ensino Médio,3,Casado,Tecnologia
4477,30,1993-12-13,Espírito Santo,4397.76,Ensino Superior,2,Solteiro,Comércio
4478,31,1992-08-28,Amapá,8542.29,Ensino Superior,1,Casado,Comércio
4479,41,1982-10-19,Espírito Santo,7864.99,Ensino Médio,1,Solteiro,Indústria
4480,64,1959-10-05,Rio Grande do Sul,6560.85,Ensino Médio,4,Casado,Comércio
4481,30,1993-06-28,Maranhão,4684.97,Ensino Superior,1,Casado,Educação
4482,56,1967-06-30,Tocantins,6103.28,Ensino Médio,0,Casado,Educação
4483,43,1981-02-24,São Paulo,4670.2,Ensino Fundamental,0,Casado,Comércio
4484,65,1958-08-05,Santa Catarina,7778.58,Ensino Médio,1,Casado,Saúde
4485,38,1985-10-28,Pará,5850.8,Ensino Médio,1,Solteiro,Comércio
4487,25,1998-10-15,Paraná,5808.04,Ensino Médio,1,Casado,Tecnologia
4488,64,1959-10-15,Pernambuco,7686.17,Ensino Superior,1,Divorciado,Comércio
4489,59,1964-08-24,Distrito Federal,4895.57,Ensino Médio,0,Casado,Indústria
4490,25,1998-06-10,Pará,3632.76,Ensino Médio,0,Casado,Indústria
4491,27,1997-03-18,Maranhão,3782.16,Ensino Superior,2,Casado,Saúde
4492,41,1983-01-18,Bahia,11629.67,Ensino Médio,0,Solteiro,Tecnologia
4493,48,1975-08-02,Mato Grosso,6153.87,Ensino Superior,0,Casado,Tecnologia
4494,20,2003-09-19,São Paulo,3242.01,Ensino Médio,2,Solteiro,Tecnologia
4496,18,2006-01-02,Distrito Federal,8938.8,Ensino Superior,2,Casado,Indústria
4497,56,1967-05-01,Roraima,7163.73,Ensino Superior,0,Solteiro,Tecnologia
4498,27,1996-11-06,Acre,1671.32,Ensino Fundamental,3,Casado,Comércio
4499,32,1992-02-10,Rio Grande do Norte,2643.39,Ensino Médio,0,Solteiro,Educação
4500,46,1977-05-07,Amapá,4363.6,Ensino Superior,2,Casado,Educação
4501,34,1989-12-20,Mato Grosso,5211.68,Ensino Médio,0,Casado,Comércio
4502,21,2002-12-23,Rio de Janeiro,5978.27,Ensino Médio,3,Casado,Comércio
4504,59,1964-11-05,Piauí,5965.13,Ensino Médio,1,Solteiro,Educação
4506,29,1995-01-13,Distrito Federal,5834.5,Pós-graduação,0,Casado,Educação
4507,47,1976-05-11,Santa Catarina,11175.03,Ensino Superior,5,Solteiro,Saúde
4508,61,1962-07-09,Ceará,11349.53,Ensino Médio,0,Divorciado,Saúde
4510,19,2005-03-06,Ceará,2972.37,Ensino Médio,3,Casado,Saúde
4512,29,1994-04-16,Pernambuco,5809.92,Pós-graduação,4,Viúvo,Comércio
4513,46,1978-04-05,Ceará,11398.3,Ensino Médio,1,Solteiro,Saúde
4514,45,1978-07-26,Bahia,6562.49,Ensino Médio,2,Solteiro,Educação
4515,26,1997-12-24,Alagoas,2915.87,Ensino Médio,1,Casado,Indústria
4516,65,1958-08-07,Mato Grosso do Sul,13891.37,Ensino Superior,1,Divorciado,Saúde
4517,22,2002-01-07,Rio Grande do Norte,3367.14,Ensino Superior,0,Solteiro,Comércio
4518,46,1977-07-06,Piauí,9168.87,Ensino Médio,0,Solteiro,Indústria
4519,30,1993-10-15,Minas Gerais,3818.06,Ensino Fundamental,3,Solteiro,Comércio
4520,21,2002-11-24,Paraíba,3445.51,Ensino Fundamental,1,Casado,Educação
4521,53,1971-01-20,Espírito Santo,2608.75,Ensino Fundamental,0,Viúvo,Indústria
4522,49,1975-01-19,Amazonas,8664.11,Ensino Superior,0,Casado,Tecnologia
4523,59,1964-10-29,Maranhão,8825.96,Ensino Médio,1,Divorciado,Indústria
4524,61,1962-12-04,Maranhão,18031.7,Ensino Superior,1,Casado,Tecnologia
4525,62,1961-12-23,Minas Gerais,14913.22,Ensino Médio,0,Solteiro,Indústria
4527,42,1982-03-15,Roraima,15204.65,Ensino Superior,0,Solteiro,Saúde
4528,55,1968-06-08,Goiás,11107.97,Ensino Médio,2,Viúvo,Tecnologia
4529,29,1994-04-17,Mato Grosso,8594.98,Ensino Superior,0,Viúvo,Comércio
4530,51,1972-10-22,Tocantins,6381.18,Ensino Médio,2,Divorciado,Educação
4531,18,2006-01-07,Acre,2808.2,Ensino Fundamental,2,Solteiro,Comércio
4532,51,1972-04-27,Mato Grosso,6094.36,Ensino Superior,2,Solteiro,Educação
4533,21,2002-04-13,Roraima,7799.46,Ensino Superior,1,Solteiro,Indústria
4534,44,1979-08-14,Distrito Federal,8803.02,Ensino Médio,2,Solteiro,Saúde
4535,33,1990-11-27,Rio de Janeiro,5633.74,Ensino Médio,1,Casado,Educação
4536,44,1980-03-18,Rio Grande do Sul,9209.4,Ensino Médio,0,Solteiro,Educação
4537,59,1964-05-28,Goiás,15172.13,Ensino Superior,0,Solteiro,Saúde
4539,44,1979-08-03,Mato Grosso do Sul,4140.36,Ensino Médio,1,Casado,Indústria
4540,36,1987-09-01,Bahia,9108.45,Ensino Médio,1,Casado,Saúde
4541,20,2003-04-16,Sergipe,4335.65,Ensino Superior,0,Casado,Indústria
4542,40,1983-10-23,Mato Grosso,5079.37,Ensino Médio,2,Casado,Educação
4543,23,2000-05-28,Maranhão,5132.77,Ensino Fundamental,5,Casado,Tecnologia
4544,53,1970-09-11,Minas Gerais,5294.41,Ensino Médio,5,Casado,Indústria
4545,23,2000-10-20,Espírito Santo,5277.16,Pós-graduação,0,Viúvo,Educação
4546,28,1995-12-29,Mato Grosso do Sul,4987.91,Ensino Médio,2,Solteiro,Comércio
4547,19,2004-10-06,Distrito Federal,3534.78,Ensino Fundamental,2,Casado,Indústria
4548,31,1992-12-13,Roraima,6575.61,Ensino Superior,0,Casado,Tecnologia
4549,40,1984-03-16,Amapá,8345.33,Ensino Médio,1,Solteiro,Saúde
4550,44,1979-11-28,Rio Grande do Sul,7213.17,Ensino Médio,1,Casado,Saúde
4551,87,1936-12-28,Paraíba,4055.69,Ensino Médio,0,Casado,Comércio
4552,31,1992-08-19,Rondônia,3816.54,Ensino Fundamental,1,Casado,Saúde
4553,28,1995-11-13,Tocantins,5194.09,Ensino Médio,1,Casado,Tecnologia
4555,51,1972-07-05,Bahia,7592.18,Ensino Superior,1,Casado,Tecnologia
4556,27,1996-06-30,São Paulo,10124.12,Ensino Superior,1,Casado,Saúde
4557,21,2002-06-09,Espírito Santo,4532.91,Ensino Superior,1,Casado,Indústria
4558,26,1997-10-29,São Paulo,2523.44,Ensino Fundamental,2,Solteiro,Comércio
4560,24,1999-12-20,Pará,5159.06,Ensino Médio,1,Casado,Comércio
4561,54,1969-06-11,Acre,6334.06,Ensino Médio,1,Casado,Educação
4562,21,2003-01-22,Roraima,3924.39,Ensino Médio,2,Divorciado,Educação
4563,25,1999-02-28,Piauí,9225.79,Ensino Superior,0,Solteiro,Saúde
4564,49,1974-12-04,São Paulo,9990.29,Ensino Superior,4,Casado,Educação
